Sack,PassYds,Lost,PassTD,FG30_39,FG40_49,Team,Saf,FGM,RecYds,RushTD,TD_1,Points,Pts Allow,50+,FG50,FG20_29,TD,Week,40-49,FumTD,Rec,RecTD,XPM,RushYds,Made,FGA,Name,_position,0-19,RetTD,_team,FG0_19,Fum Rec,Def 2pt Ret,TwoPt,Opp,XPA,Int,30-39,20-29,Player
,238.18,0.19,1.7,,,,,,0.0,0.63,,21.54,,,,,,1,,0.0,0.0,0.0,,31.93,,,Josh Allen,QB,,0.0,BUF,,,,0.0,BAL,,0.69,,,Josh AllenQB - BUF
,232.47,0.19,1.62,,,,,,0.0,0.37,,20.95,,,,,,1,,0.0,0.0,0.0,,47.14,,,Jayden Daniels,QB,,0.0,WAS,,,,0.0,NYG,,0.69,,,Jayden DanielsQB - WAS
,217.68,0.24,1.8,,,,,,0.0,0.23,,20.8,,,,,,1,,0.06,0.0,0.0,,47.15,,,Lamar Jackson,QB,,0.0,BAL,,,,0.0,@BUF,,0.54,,,Lamar JacksonQB - BAL
,208.32,0.19,1.32,,,,,,0.0,0.88,,20.73,,,,,,1,,0.0,0.0,0.0,,33.53,,,Jalen Hurts,QB,,0.0,PHI,,,,0.0,DAL,,0.57,,,Jalen HurtsQB - PHI
,271.12,0.18,2.09,,,,,,0.0,0.12,,19.17,,,,,,1,,0.0,0.0,0.0,,9.65,,,Joe Burrow,QB,,0.0,CIN,,,,0.0,@CLE,,0.68,,,Joe BurrowQB - CIN
,252.63,0.25,1.96,,,,,,0.0,0.17,,18.77,,,,,,1,,0.06,0.0,0.0,,15.87,,,Baker Mayfield,QB,,0.0,TB,,,,0.0,@ATL,,0.82,,,Baker MayfieldQB - TB
,258.74,0.12,1.96,,,,,,0.0,0.1,,18.68,,,,,,1,,0.0,0.0,0.0,,16.12,,,Patrick Mahomes,QB,,0.0,KC,,,,0.0,@LAC,,0.74,,,Patrick MahomesQB - KC
,231.77,0.18,1.64,,,,,,0.0,0.24,,17.89,,,,,,1,,0.0,0.0,0.0,,24.36,,,Bo Nix,QB,,0.0,DEN,,,,0.0,TEN,,0.73,,,Bo NixQB - DEN
,218.24,0.18,1.45,,,,,,0.0,0.28,,17.65,,,,,,1,,0.0,0.0,0.0,,31.24,,,Kyler Murray,QB,,0.0,ARI,,,,0.0,@NO,,0.66,,,Kyler MurrayQB - ARI
,210.54,0.23,1.4,,,,,,0.0,0.28,,17.4,,,,,,1,,0.06,0.0,0.0,,32.55,,,Drake Maye,QB,,0.0,NE,,,,0.0,LV,,0.73,,,Drake MayeQB - NEView News
,241.63,0.12,1.67,,,,,,0.0,0.18,,17.23,,,,,,1,,0.0,0.0,0.0,,14.89,,,Brock Purdy,QB,,0.0,SF,,,,0.0,@SEA,,0.72,,,Brock PurdyQB - SFView News
,242.05,0.24,1.58,,,,,,0.0,0.18,,16.93,,,,,,1,,0.06,0.0,0.0,,15.46,,,Trevor Lawrence,QB,,0.0,JAX,,,,0.0,CAR,,0.79,,,Trevor LawrenceQB - JAXView News
,229.3,0.17,1.52,,,,,,0.0,0.21,,16.73,,,,,,1,,0.0,0.0,0.0,,20.14,,,J.J. McCarthy,QB,,0.0,MIN,,,,0.0,@CHI,,0.73,,,J.J. McCarthyQB - MIN
,242.69,0.19,1.68,,,,,,0.0,0.13,,16.38,,,,,,1,,0.0,0.0,0.0,,10.49,,,Jordan Love,QB,,0.0,GBQ,,,,0.0,DET,,0.75,,,Jordan LoveQB - GBQView News
,213.66,0.24,1.35,,,,,,0.0,0.23,,16.04,,,,,,1,,0.06,0.0,0.0,,22.49,,,Caleb Williams,QB,,0.0,CHI,,,,0.0,MIN,,0.71,,,Caleb WilliamsQB - CHI
,248.75,0.18,1.65,,,,,,0.0,0.06,,15.62,,,,,,1,,0.0,0.0,0.0,,3.72,,,Jared Goff,QB,,0.0,DET,,,,0.0,@GB,,0.65,,,Jared GoffQB - DET
,212.15,0.11,1.42,,,,,,0.0,0.17,,15.38,,,,,,1,,0.0,0.0,0.0,,14.37,,,Justin Herbert,QB,,0.0,LAC,,,,0.0,KC,,0.51,,,Justin HerbertQB - LACView News
,225.36,0.17,1.55,,,,,,0.0,0.11,,15.27,,,,,,1,,0.0,0.0,0.0,,11.2,,,C.J. Stroud,QB,,0.0,HOU,,,,0.0,@LAR,,0.69,,,C.J. StroudQB - HOU
,225.25,0.17,1.56,,,,,,0.0,0.11,,15.02,,,,,,1,,0.0,0.0,0.0,,7.88,,,Dak Prescott,QB,,0.0,DAL,,,,0.0,@PHI,,0.67,,,Dak PrescottQB - DAL
,236.0,0.13,1.57,,,,,,0.0,0.06,,14.55,,,,,,1,,0.0,0.0,0.0,,2.28,,,Matthew Stafford,QB,,0.0,LARQ,,,,0.0,HOU,,0.75,,,Matthew StaffordQB - LARQView News
,195.8,0.22,1.19,,,,,,0.0,0.25,,14.5,,,,,,1,,0.05,0.0,0.0,,18.45,,,Bryce Young,QB,,0.0,CAR,,,,0.0,@JAX,,0.65,,,Bryce YoungQB - CAR
,159.18,0.26,0.86,,,,,,0.0,0.35,,14.29,,,,,,1,,0.0,0.0,0.0,,40.78,,,Justin Fields,QB,,0.0,NYJ,,,,0.0,PIT,,0.59,,,Justin FieldsQB - NYJView News
,229.74,0.17,1.5,,,,,,0.0,0.05,,14.22,,,,,,1,,0.0,0.0,0.0,,4.48,,,Tua Tagovailoa,QB,,0.0,MIA,,,,0.0,@IND,,0.69,,,Tua TagovailoaQB - MIA
,214.3,0.18,1.37,,,,,,0.0,0.12,,14.16,,,,,,1,,0.0,0.0,0.0,,11.72,,,Michael Penix Jr.,QB,,0.0,ATL,,,,0.0,TB,,0.71,,,Michael Penix Jr.QB - ATL
,213.6,0.17,1.28,,,,,,0.0,0.12,,13.58,,,,,,1,,0.0,0.0,0.0,,11.57,,,Sam Darnold,QB,,0.0,SEA,,,,0.0,SF,,0.81,,,Sam DarnoldQB - SEA
,213.6,0.17,1.28,,,,,,0.0,0.12,,13.58,,,,,,1,,0.0,0.0,0.0,,11.57,,,Sam Darnold,QB,,0.0,SEA,,,,0.0,SF,,0.81,,,Sam DarnoldQB - SEA
,203.62,0.17,1.22,,,,,,0.0,0.14,,13.51,,,,,,1,,0.0,0.0,0.0,,12.05,,,Russell Wilson,QB,,0.0,NYG,,,,0.0,@WAS,,0.61,,,Russell WilsonQB - NYGView News
,206.34,0.17,1.24,,,,,,0.0,0.11,,13.2,,,,,,1,,0.0,0.0,0.0,,11.28,,,Geno Smith,QB,,0.0,LV,,,,0.0,@NE,,0.73,,,Geno SmithQB - LVView News
,179.42,0.21,1.06,,,,,,0.0,0.16,,12.86,,,,,,1,,0.05,0.0,0.0,,20.8,,,Cam Ward,QB,,0.0,TEN,,,,0.0,@DEN,,0.74,,,Cam WardQB - TEN
,203.69,0.11,1.21,,,,,,0.0,0.08,,12.77,,,,,,1,,0.0,0.0,0.0,,7.23,,,Aaron Rodgers,QB,,0.0,PIT,,,,0.0,@NYJ,,0.6,,,Aaron RodgersQB - PIT
,224.72,0.33,1.21,,,,,,0.0,0.06,,11.94,,,,,,1,,0.0,0.0,0.0,,3.92,,,Joe Flacco,QB,,0.0,CLE,,,,0.0,CIN,,0.99,,,Joe FlaccoQB - CLEView News
,97.71,0.14,0.56,,,,,,0.0,0.18,,8.23,,,,,,1,,0.06,0.0,0.0,,17.25,,,Anthony Richardson,QB,,0.0,IND,,,,0.0,MIA,,0.4,,,Anthony RichardsonQB - IND
,100.94,0.14,0.5,,,,,,0.0,0.13,,7.17,,,,,,1,,0.0,0.0,0.0,,14.13,,,Daniel Jones,QB,,0.0,IND,,,,0.0,MIA,,0.39,,,Daniel JonesQB - IND
,95.04,0.12,0.51,,,,,,0.0,0.11,,6.96,,,,,,1,,0.07,0.0,0.0,,11.35,,,Tyler Shough,QB,,0.0,NO,,,,0.0,ARI,,0.43,,,Tyler ShoughQB - NO
,93.81,0.07,0.44,,,,,,0.0,0.08,,6.15,,,,,,1,,0.0,0.0,0.0,,10.39,,,Spencer Rattler,QB,,0.0,NO,,,,0.0,ARI,,0.37,,,Spencer RattlerQB - NO
,1.95,0.01,0.01,,,,,,0.0,0.03,,0.52,,,,,,1,,0.0,0.0,0.0,,2.59,,,Jalen Milroe,QB,,0.0,SEA,,,,0.0,SF,,0.01,,,Jalen MilroeQB - SEA
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Brandon Allen,QB,,0.0,TEN,,,,0.0,@DEN,,0.0,,,Brandon AllenQB - TEN
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Kyle Allen,QB,,0.0,DET,,,,0.0,@GB,,0.0,,,Kyle AllenQB - DETView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Tyson Bagent,QB,,0.0,CHI,,,,0.0,MIN,,0.0,,,Tyson BagentQB - CHI
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Jason Bean,QB,,0.0,IND,,,,0.0,MIA,,0.0,,,Jason BeanQB - IND
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Stetson Bennett,QB,,0.0,LAR,,,,0.0,HOU,,0.0,,,Stetson BennettQB - LARView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Carter Bradley,QB,,0.0,SF,,,,0.0,@SEA,,0.0,,,Carter BradleyQB - SF
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Teddy Bridgewater,QB,,0.0,TB,,,,0.0,@ATL,,0.0,,,Teddy BridgewaterQB - TBView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Jacoby Brissett,QB,,0.0,ARI,,,,0.0,@NO,,0.0,,,Jacoby BrissettQB - ARIView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Max Brosmer,QB,,0.0,MIN,,,,0.0,@CHI,,0.0,,,Max BrosmerQB - MINView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Jake Browning,QB,,0.0,CIN,,,,0.0,@CLE,,0.0,,,Jake BrowningQB - CIN
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Shane Buechele,QB,,0.0,BUF,,,,0.0,BAL,,0.0,,,Shane BuecheleQB - BUF
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Sean Clifford,QB,,0.0,GB,,,,0.0,DET,,0.0,,,Sean CliffordQB - GB
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Brady Cook,QB,,0.0,NYJ,,,,0.0,PIT,,0.0,,,Brady CookQB - NYJ
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,1,,0.0,0.0,0.0,,0.0,,,Kirk Cousins,QB,,0.0,ATL,,,,0.0,TB,,0.0,,,Kirk CousinsQB - ATL
,213.22,0.24,1.77,,,,,,0.0,0.24,,20.35,,,,,,2,,0.06,0.0,0.0,,44.78,,,Lamar Jackson,QB,,0.0,BAL,,,,0.0,CLE,,0.53,,,Lamar JacksonQB - BAL
,222.53,0.18,1.59,,,,,,0.0,0.59,,20.12,,,,,,2,,0.0,0.0,0.0,,29.83,,,Josh Allen,QB,,0.0,BUF,,,,0.0,@NYJ,,0.65,,,Josh AllenQB - BUF
,219.0,0.18,1.53,,,,,,0.0,0.35,,19.76,,,,,,2,,0.0,0.0,0.0,,44.41,,,Jayden Daniels,QB,,0.0,WAS,,,,0.0,@GB,,0.65,,,Jayden DanielsQB - WAS
,194.63,0.18,1.23,,,,,,0.0,0.82,,19.34,,,,,,2,,0.0,0.0,0.0,,31.33,,,Jalen Hurts,QB,,0.0,PHI,,,,0.0,@KC,,0.53,,,Jalen HurtsQB - PHI
,259.71,0.18,2.0,,,,,,0.0,0.12,,18.37,,,,,,2,,0.0,0.0,0.0,,9.24,,,Joe Burrow,QB,,0.0,CIN,,,,0.0,JAX,,0.65,,,Joe BurrowQB - CIN
,243.02,0.24,1.88,,,,,,0.0,0.16,,18.03,,,,,,2,,0.06,0.0,0.0,,15.27,,,Baker Mayfield,QB,,0.0,TB,,,,0.0,@HOU,,0.79,,,Baker MayfieldQB - TB
,248.76,0.12,1.82,,,,,,0.0,0.12,,17.88,,,,,,2,,0.0,0.0,0.0,,15.94,,,Patrick Mahomes,QB,,0.0,KC,,,,0.0,PHI,,0.71,,,Patrick MahomesQB - KC
,210.54,0.23,1.4,,,,,,0.0,0.28,,17.4,,,,,,2,,0.06,0.0,0.0,,32.55,,,Drake Maye,QB,,0.0,NE,,,,0.0,@MIA,,0.73,,,Drake MayeQB - NEView News
,223.9,0.18,1.59,,,,,,0.0,0.23,,17.27,,,,,,2,,0.0,0.0,0.0,,23.53,,,Bo Nix,QB,,0.0,DEN,,,,0.0,@IND,,0.71,,,Bo NixQB - DEN
,212.63,0.17,1.41,,,,,,0.0,0.28,,17.23,,,,,,2,,0.0,0.0,0.0,,30.43,,,Kyler Murray,QB,,0.0,ARI,,,,0.0,CAR,,0.65,,,Kyler MurrayQB - ARI
,238.48,0.12,1.65,,,,,,0.0,0.18,,17.03,,,,,,2,,0.0,0.0,0.0,,14.7,,,Brock Purdy,QB,,0.0,SF,,,,0.0,@NO,,0.71,,,Brock PurdyQB - SFView News
,230.31,0.17,1.53,,,,,,0.0,0.21,,16.8,,,,,,2,,0.0,0.0,0.0,,20.23,,,J.J. McCarthy,QB,,0.0,MIN,,,,0.0,ATL,,0.74,,,J.J. McCarthyQB - MIN
,236.85,0.24,1.54,,,,,,0.0,0.18,,16.57,,,,,,2,,0.06,0.0,0.0,,15.13,,,Trevor Lawrence,QB,,0.0,JAX,,,,0.0,@CIN,,0.77,,,Trevor LawrenceQB - JAXView News
,216.98,0.23,1.39,,,,,,0.0,0.23,,16.39,,,,,,2,,0.06,0.0,0.0,,22.49,,,Caleb Williams,QB,,0.0,CHI,,,,0.0,@DET,,0.69,,,Caleb WilliamsQB - CHI
,219.88,0.12,1.47,,,,,,0.0,0.18,,15.94,,,,,,2,,0.0,0.0,0.0,,14.89,,,Justin Herbert,QB,,0.0,LAC,,,,0.0,@LV,,0.53,,,Justin HerbertQB - LACView News
,237.8,0.18,1.65,,,,,,0.0,0.12,,15.88,,,,,,2,,0.0,0.0,0.0,,8.32,,,Dak Prescott,QB,,0.0,DAL,,,,0.0,NYG,,0.71,,,Dak PrescottQB - DAL
,231.46,0.18,1.59,,,,,,0.0,0.12,,15.71,,,,,,2,,0.0,0.0,0.0,,11.5,,,C.J. Stroud,QB,,0.0,HOU,,,,0.0,TB,,0.71,,,C.J. StroudQB - HOU
,174.52,0.29,0.94,,,,,,0.0,0.38,,15.61,,,,,,2,,0.0,0.0,0.0,,44.71,,,Justin Fields,QB,,0.0,NYJ,,,,0.0,BUF,,0.65,,,Justin FieldsQB - NYJView News
,244.46,0.17,1.62,,,,,,0.0,0.06,,15.36,,,,,,2,,0.0,0.0,0.0,,3.66,,,Jared Goff,QB,,0.0,DET,,,,0.0,CHI,,0.64,,,Jared GoffQB - DET
,230.09,0.18,1.53,,,,,,0.0,0.12,,15.26,,,,,,2,,0.0,0.0,0.0,,9.96,,,Jordan Love,QB,,0.0,GBQ,,,,0.0,WAS,,0.71,,,Jordan LoveQB - GBQView News
,198.41,0.22,1.21,,,,,,0.0,0.25,,14.75,,,,,,2,,0.06,0.0,0.0,,18.7,,,Bryce Young,QB,,0.0,CAR,,,,0.0,@ARI,,0.66,,,Bryce YoungQB - CAR
,198.63,0.24,1.18,,,,,,0.0,0.18,,14.29,,,,,,2,,0.06,0.0,0.0,,23.03,,,Cam Ward,QB,,0.0,TEN,,,,0.0,LAR,,0.82,,,Cam WardQB - TEN
,230.76,0.17,1.51,,,,,,0.0,0.05,,14.28,,,,,,2,,0.0,0.0,0.0,,4.5,,,Tua Tagovailoa,QB,,0.0,MIA,,,,0.0,NE,,0.7,,,Tua TagovailoaQB - MIA
,229.94,0.12,1.53,,,,,,0.0,0.06,,14.2,,,,,,2,,0.0,0.0,0.0,,2.22,,,Matthew Stafford,QB,,0.0,LARQ,,,,0.0,@TEN,,0.73,,,Matthew StaffordQB - LARQView News
,212.43,0.18,1.35,,,,,,0.0,0.12,,14.0,,,,,,2,,0.0,0.0,0.0,,11.62,,,Michael Penix Jr.,QB,,0.0,ATL,,,,0.0,@MIN,,0.71,,,Michael Penix Jr.QB - ATL
,212.43,0.18,1.35,,,,,,0.0,0.12,,14.0,,,,,,2,,0.0,0.0,0.0,,11.62,,,Michael Penix Jr.,QB,,0.0,ATL,,,,0.0,@MIN,,0.71,,,Michael Penix Jr.QB - ATL
,215.83,0.18,1.29,,,,,,0.0,0.12,,13.81,,,,,,2,,0.0,0.0,0.0,,11.8,,,Geno Smith,QB,,0.0,LV,,,,0.0,LAC,,0.76,,,Geno SmithQB - LVView News
,216.46,0.18,1.3,,,,,,0.0,0.12,,13.75,,,,,,2,,0.0,0.0,0.0,,11.73,,,Sam Darnold,QB,,0.0,SEA,,,,0.0,@PIT,,0.82,,,Sam DarnoldQB - SEA
,213.17,0.18,1.27,,,,,,0.0,0.12,,13.7,,,,,,2,,0.0,0.0,0.0,,9.9,,,Russell Wilson,QB,,0.0,NYG,,,,0.0,@DAL,,0.63,,,Russell WilsonQB - NYGView News
,211.11,0.12,1.25,,,,,,0.0,0.09,,13.23,,,,,,2,,0.0,0.0,0.0,,7.5,,,Aaron Rodgers,QB,,0.0,PIT,,,,0.0,SEA,,0.63,,,Aaron RodgersQB - PIT
,234.9,0.25,1.28,,,,,,0.0,0.06,,12.71,,,,,,2,,0.0,0.0,0.0,,4.16,,,Joe Flacco,QB,,0.0,CLE,,,,0.0,@BAL,,1.04,,,Joe FlaccoQB - CLEView News
,94.85,0.12,0.56,,,,,,0.0,0.3,,9.69,,,,,,2,,0.06,0.0,0.0,,25.2,,,Anthony Richardson,QB,,0.0,IND,,,,0.0,DEN,,0.39,,,Anthony RichardsonQB - IND
,102.72,0.13,0.55,,,,,,0.0,0.14,,7.42,,,,,,2,,0.04,0.0,0.0,,12.27,,,Tyler Shough,QB,,0.0,NO,,,,0.0,SF,,0.47,,,Tyler ShoughQB - NO
,107.99,0.2,0.56,,,,,,0.0,0.11,,7.19,,,,,,2,,0.0,0.0,0.0,,12.5,,,Daniel Jones,QB,,0.0,IND,,,,0.0,DEN,,0.44,,,Daniel JonesQB - IND
,101.4,0.13,0.52,,,,,,0.0,0.14,,7.11,,,,,,2,,0.0,0.0,0.0,,11.71,,,Spencer Rattler,QB,,0.0,NO,,,,0.0,SF,,0.39,,,Spencer RattlerQB - NO
,1.97,0.01,0.01,,,,,,0.0,0.03,,0.52,,,,,,2,,0.0,0.0,0.0,,2.63,,,Jalen Milroe,QB,,0.0,SEA,,,,0.0,@PIT,,0.01,,,Jalen MilroeQB - SEA
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Brandon Allen,QB,,0.0,TEN,,,,0.0,LAR,,0.0,,,Brandon AllenQB - TEN
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Kyle Allen,QB,,0.0,DET,,,,0.0,CHI,,0.0,,,Kyle AllenQB - DETView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Tyson Bagent,QB,,0.0,CHI,,,,0.0,@DET,,0.0,,,Tyson BagentQB - CHI
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Jason Bean,QB,,0.0,IND,,,,0.0,DEN,,0.0,,,Jason BeanQB - IND
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Stetson Bennett,QB,,0.0,LAR,,,,0.0,@TEN,,0.0,,,Stetson BennettQB - LARView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Carter Bradley,QB,,0.0,SF,,,,0.0,@NO,,0.0,,,Carter BradleyQB - SF
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Teddy Bridgewater,QB,,0.0,TB,,,,0.0,@HOU,,0.0,,,Teddy BridgewaterQB - TBView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Jacoby Brissett,QB,,0.0,ARI,,,,0.0,CAR,,0.0,,,Jacoby BrissettQB - ARIView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Max Brosmer,QB,,0.0,MIN,,,,0.0,ATL,,0.0,,,Max BrosmerQB - MINView News
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Jake Browning,QB,,0.0,CIN,,,,0.0,JAX,,0.0,,,Jake BrowningQB - CIN
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Shane Buechele,QB,,0.0,BUF,,,,0.0,@NYJ,,0.0,,,Shane BuecheleQB - BUF
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Sean Clifford,QB,,0.0,GB,,,,0.0,WAS,,0.0,,,Sean CliffordQB - GB
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Brady Cook,QB,,0.0,NYJ,,,,0.0,BUF,,0.0,,,Brady CookQB - NYJ
,0.0,0.0,0.0,,,,,,0.0,0.0,,0.0,,,,,,2,,0.0,0.0,0.0,,0.0,,,Kirk Cousins,QB,,0.0,ATL,,,,0.0,@MIN,,0.0,,,Kirk CousinsQB - ATL
,213.22,0.24,1.77,,,,,,0.0,0.24,,20.35,,,,,,3,,0.06,0.0,0.0,,44.78,,,Lamar Jackson,QB,,0.0,BAL,,,,0.0,DET,,0.53,,,Lamar JacksonQB - BAL
,222.53,0.18,1.59,,,,,,0.0,0.59,,20.12,,,,,,3,,0.0,0.0,0.0,,29.83,,,Josh Allen,QB,,0.0,BUF,,,,0.0,MIA,,0.65,,,Josh AllenQB - BUF
,219.0,0.18,1.53,,,,,,0.0,0.35,,19.76,,,,,,3,,0.0,0.0,0.0,,44.41,,,Jayden Daniels,QB,,0.0,WAS,,,,0.0,LV,,0.65,,,Jayden DanielsQB - WAS
,194.63,0.18,1.23,,,,,,0.0,0.82,,19.34,,,,,,3,,0.0,0.0,0.0,,31.33,,,Jalen Hurts,QB,,0.0,PHI,,,,0.0,LAR,,0.53,,,Jalen HurtsQB - PHI
,259.71,0.18,2.0,,,,,,0.0,0.12,,18.37,,,,,,3,,0.0,0.0,0.0,,9.24,,,Joe Burrow,QB,,0.0,CIN,,,,0.0,@MIN,,0.65,,,Joe BurrowQB - CIN
,243.02,0.24,1.88,,,,,,0.0,0.16,,18.03,,,,,,3,,0.06,0.0,0.0,,15.27,,,Baker Mayfield,QB,,0.0,TB,,,,0.0,NYJ,,0.79,,,Baker MayfieldQB - TB
,248.76,0.12,1.82,,,,,,0.0,0.12,,17.88,,,,,,3,,0.0,0.0,0.0,,15.94,,,Patrick Mahomes,QB,,0.0,KC,,,,0.0,@NYG,,0.71,,,Patrick MahomesQB - KC
,210.54,0.23,1.4,,,,,,0.0,0.28,,17.4,,,,,,3,,0.06,0.0,0.0,,32.55,,,Drake Maye,QB,,0.0,NE,,,,0.0,PIT,,0.73,,,Drake MayeQB - NEView News
,223.9,0.18,1.59,,,,,,0.0,0.23,,17.27,,,,,,3,,0.0,0.0,0.0,,23.53,,,Bo Nix,QB,,0.0,DEN,,,,0.0,@LAC,,0.71,,,Bo NixQB - DEN
,212.63,0.17,1.41,,,,,,0.0,0.28,,17.23,,,,,,3,,0.0,0.0,0.0,,30.43,,,Kyler Murray,QB,,0.0,ARI,,,,0.0,@SF,,0.65,,,Kyler MurrayQB - ARI
,238.48,0.12,1.65,,,,,,0.0,0.18,,17.03,,,,,,3,,0.0,0.0,0.0,,14.7,,,Brock Purdy,QB,,0.0,SF,,,,0.0,ARI,,0.71,,,Brock PurdyQB - SFView News
,230.31,0.17,1.53,,,,,,0.0,0.21,,16.8,,,,,,3,,0.0,0.0,0.0,,20.23,,,J.J. McCarthy,QB,,0.0,MIN,,,,0.0,CIN,,0.74,,,J.J. McCarthyQB - MIN
,236.85,0.24,1.54,,,,,,0.0,0.18,,16.57,,,,,,3,,0.06,0.0,0.0,,15.13,,,Trevor Lawrence,QB,,0.0,JAX,,,,0.0,HOU,,0.77,,,Trevor LawrenceQB - JAXView News
,216.98,0.23,1.39,,,,,,0.0,0.23,,16.39,,,,,,3,,0.06,0.0,0.0,,22.49,,,Caleb Williams,QB,,0.0,CHI,,,,0.0,DAL,,0.69,,,Caleb WilliamsQB - CHI
,219.88,0.12,1.47,,,,,,0.0,0.18,,15.94,,,,,,3,,0.0,0.0,0.0,,14.89,,,Justin Herbert,QB,,0.0,LAC,,,,0.0,DEN,,0.53,,,Justin HerbertQB - LACView News
,237.8,0.18,1.65,,,,,,0.0,0.12,,15.88,,,,,,3,,0.0,0.0,0.0,,8.32,,,Dak Prescott,QB,,0.0,DAL,,,,0.0,@CHI,,0.71,,,Dak PrescottQB - DAL
,231.46,0.18,1.59,,,,,,0.0,0.12,,15.71,,,,,,3,,0.0,0.0,0.0,,11.5,,,C.J. Stroud,QB,,0.0,HOU,,,,0.0,@JAX,,0.71,,,C.J. StroudQB - HOU
,174.52,0.29,0.94,,,,,,0.0,0.38,,15.61,,,,,,3,,0.0,0.0,0.0,,44.71,,,Justin Fields,QB,,0.0,NYJ,,,,0.0,@TB,,0.65,,,Justin FieldsQB - NYJView News
,244.46,0.17,1.62,,,,,,0.0,0.06,,15.36,,,,,,3,,0.0,0.0,0.0,,3.66,,,Jared Goff,QB,,0.0,DET,,,,0.0,@BAL,,0.64,,,Jared GoffQB - DET
,230.09,0.18,1.53,,,,,,0.0,0.12,,15.26,,,,,,3,,0.0,0.0,0.0,,9.96,,,Jordan Love,QB,,0.0,GBQ,,,,0.0,@CLE,,0.71,,,Jordan LoveQB - GBQView News
,198.41,0.22,1.21,,,,,,0.0,0.25,,14.75,,,,,,3,,0.06,0.0,0.0,,18.7,,,Bryce Young,QB,,0.0,CAR,,,,0.0,ATL,,0.66,,,Bryce YoungQB - CAR
,198.63,0.24,1.18,,,,,,0.0,0.18,,14.29,,,,,,3,,0.06,0.0,0.0,,23.03,,,Cam Ward,QB,,0.0,TEN,,,,0.0,IND,,0.82,,,Cam WardQB - TEN
,230.76,0.17,1.51,,,,,,0.0,0.05,,14.28,,,,,,3,,0.0,0.0,0.0,,4.5,,,Tua Tagovailoa,QB,,0.0,MIA,,,,0.0,@BUF,,0.7,,,Tua TagovailoaQB - MIA
,229.94,0.12,1.53,,,,,,0.0,0.06,,14.2,,,,,,3,,0.0,0.0,0.0,,2.22,,,Matthew Stafford,QB,,0.0,LARQ,,,,0.0,@PHI,,0.73,,,Matthew StaffordQB - LARQView News
